iter	Passed	Remaining
1623	15499	22676
1624	15507	22664
1625	15516	22654
1626	15524	22643
1627	15534	22634
1628	15544	22624
1629	15552	22613
1630	15562	22604
1631	15571	22594
1632	15580	22584
1633	15590	22574
1634	15600	22565
1635	15609	22555
1636	15619	22546
1637	15627	22535
1638	15636	22524
1639	15647	22516
1640	15657	22507
1641	15668	22501
1642	15678	22492
1643	15686	22480
1644	15696	22471
1645	15705	22460
1646	15716	22453
1647	15725	22443
1648	15734	22433
1649	15744	22424
1650	15753	22414
1651	15763	22404
1652	15773	22395
1653	15782	22385
1654	15792	22376
1655	15804	22370
1656	15813	22360
1657	15822	22350
1658	15831	22340
1659	15842	22331
1660	15852	22323
1661	15862	22314
1662	15871	22304
1663	15880	22294
1664	15890	22285
1665	15899	22274
1666	15909	22264
1667	15917	22254
1668	15927	22244
1669	15935	22233
